after_duplicate_relation_count,after_keep_relation_count,apply,before_duplicate_relation_count,before_keep_relation_count,duplicate_code,evidence_text_length,group_index,group_node_count,group_total_relation_count,incoming_relation_count,keep_code,outgoing_relation_count,source_name,source_page
0,6,true,1,2,EVD-CARD-FULLBOOK-4D3497F3F64ED7,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-D3529EAD536E83,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-9E82A0497F8202,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-0F6A5528A8BC85,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-26AA3D98526221,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-A156BE922545D3,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-82C891D50B4317,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-E139E2BB9C3509,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-6C9DF5CAF218CF,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-E504BAE4D2A546,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-118D0360B57FE8,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-6C96F700AAF614,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-639E1983FE9532,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-9276F261415793,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
0,6,true,1,2,EVD-CARD-FULLBOOK-45281113F39194,247,4,84,,1,EVD-CARD-FULLBOOK-3148AB1C428DE8,0,《内科学（第10版）》docx,N/A
