adj_code,rec_code,category,rel_count
SRCADJ-CARD-BULK-1EF365F0F02A310F,REC-HT-MASKED-DIAG-DXC-MASKED,高血压,8
SRCADJ-CARD-BULK-AA9BE6F21A2F3CF5,REC-HT-MASKED-FU-FU-CARD-3DAA53000684,高血压,8
SRCADJ-CARD-BULK-696438D2A6533BB7,REC-HT-MASKED-TX-PLAN-CARD-2081B78ED14D,高血压,8
SRCADJ-CARD-BULK-229FF379C49EC82F,REC-HT-PA-DIAG-DXC-CARD-56EBD83589B6,高血压,8
SRCADJ-CARD-BULK-7359C28A6D566540,REC-HT-PA-FU-FU-CARD-4431A1FE6C73,高血压,8
SRCADJ-CARD-BULK-35A6B168E5C347B8,REC-HT-PA-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-CA3EA8C9E8C220BD,REC-HT-PAROXYSMAL-DIAG-DXC-PAROXYSMAL,高血压,8
SRCADJ-CARD-BULK-CEC7B1F22E64F707,REC-HT-PAROXYSMAL-FU-FU-CARD-9EF08F23CBE3,高血压,8
SRCADJ-CARD-BULK-15E85AA59CAAD80A,REC-HT-PAROXYSMAL-TX-PLAN-PAROXYSMAL-CAUSE-BA,高血压,8
SRCADJ-CARD-BULK-A1812FD8277F9367,REC-HT-PRIMARY-DIAG-DXC-CARD-317486966B34,高血压,8
SRCADJ-CARD-BULK-E6F9795EF17B2D3C,REC-HT-PRIMARY-FU-FU-CARD-D42E1520B05E,高血压,8
SRCADJ-CARD-BULK-AD2EE34D74767A1B,REC-HT-PRIMARY-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-EB62FF62ADDC7460,REC-HT-PRIMARY-TX-PLAN-CARD-2081B78ED14D,高血压,8
SRCADJ-CARD-BULK-AC015F110E614D10,REC-HT-RENAL-PARENCHYMAL-DIAG-DXC-RENAL-PARENCHYMAL,高血压,8
SRCADJ-CARD-BULK-AB9E15C9B5926EF7,REC-HT-RENAL-PARENCHYMAL-FU-FU-CARD-5B0D8BB5818D,高血压,8
SRCADJ-CARD-BULK-D094FFDE76741BF7,REC-HT-RENAL-PARENCHYMAL-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-CEABB7AD195FA0D5,REC-HT-RENOVASCULAR-DIAG-DXC-RENOVASCULAR,高血压,8
SRCADJ-CARD-BULK-5009FC7D88DA400B,REC-HT-RENOVASCULAR-FU-FU-CARD-B14257BE5587,高血压,8
SRCADJ-CARD-BULK-580C8A848CA19CA9,REC-HT-RENOVASCULAR-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-E7AA9B4D1B3698F5,REC-HT-RESISTANT-DIAG-DXC-CARD-ACE197340A13,高血压,8
SRCADJ-CARD-BULK-BA95CA345B97078E,REC-HT-RESISTANT-FU-FU-CARD-162ACB3C6AA9,高血压,8
SRCADJ-CARD-BULK-9E87A49787D2312A,REC-HT-RESISTANT-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-D7BAEE725BAAE66B,REC-HT-RESISTANT-TX-PLAN-CARD-2081B78ED14D,高血压,8
SRCADJ-CARD-BULK-2471F7329E1DB823,REC-HT-SECONDARY-DIAG-DXC-CARD-E024FB14B96D,高血压,8
SRCADJ-CARD-BULK-C97B063E91AD39A2,REC-HT-SECONDARY-FU-FU-CARD-4B8BCE62B705,高血压,8
SRCADJ-CARD-BULK-723324B5E8D3AE07,REC-HT-SECONDARY-TX-PLAN-CARD-0CDCF256C0E6,高血压,8
SRCADJ-CARD-BULK-42FD8DEAF208F230,REC-HT-SECONDARY-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-0FD32A9FDE12D72C,REC-HT-URGENCY-DIAG-DXC-URGENCY,高血压,8
SRCADJ-CARD-BULK-FB2845102635E572,REC-HT-URGENCY-FU-FU-CARD-FE4A3D41DF0A,高血压,8
SRCADJ-CARD-BULK-E8054A55B0191D56,REC-HT-URGENCY-TX-PLAN-CARD-BDE62A3BE028,高血压,8
SRCADJ-CARD-BULK-10119FC1FBAEB4EE,REC-HT-WCH-DIAG-DXC-WCH,高血压,8
SRCADJ-CARD-BULK-446363E74687DDB9,REC-HT-WCH-FU-FU-CARD-4A5605647CA9,高血压,8
SRCADJ-CARD-BULK-D86E47324EAFC1BD,REC-HT-WCH-TX-PLAN-CARD-2081B78ED14D,高血压,8
SRCADJ-CARD-BULK-AF01979937403AEA,REC-CARD-STEMI-PRIMARY-PCI,冠心病,8
SRCADJ-CARD-BULK-81268690EB035ABA,REC-CARD-STEMI-THROMBOLYSIS,冠心病,8
