alias_norm,alias_examples,target_count,targets,source_batches
eps,EPS,2,Exam:心脏电生理检查:EXAM-CARD-85148D8A75A3 || Exam:电生理检查:EXAM-CARD-C33E64A77705,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
evaluation,evaluation,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
follow-up,follow-up,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
fwave,F wave | f wave,2,DiagnosisCriteria:f波:DXC-CARD-62E58598E750 || DiagnosisCriteria:锯齿样F波:DXC-CARD-E00FC384EBED,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
hypotension,Hypotension,2,Sign:低血压:SIGN-CARD-1FA3A83EF714 || Sign:血压下降:SIGN-CARD-831BF3CD96B8,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
icm,ICM,2,Disease:缺血性心肌病:DIS-CARD-CAD-ICM || Exam:植入式心电监测:EXAM-CARD-F6169EE9D82C,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
implantablecardioverterdefibrillator,Implantable cardioverter defibrillator,2,Procedure:埋藏式心脏复律除颤器:PROC-ICD || Procedure:埋藏式心脏转复除颤器:PROC-CARD-5F23E250AADD,00_foundation_skeleton | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
laao,LAAO,2,Procedure:左心耳封堵术:PROC-CARD-0E182AB7B3BC || TreatmentPlan:左心耳封堵:PLAN-CARD-8648D7D7CF5C,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation
leftatrialappendageocclusion,Left atrial appendage occlusion,2,Procedure:左心耳封堵术:PROC-CARD-0E182AB7B3BC || TreatmentPlan:左心耳封堵:PLAN-CARD-8648D7D7CF5C,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation
leftventricularejectionfraction,Left ventricular ejection fraction,2,Exam:左心室射血分数:IND-LVEF || ExamIndicator:左心室射血分数:IND-LVEF,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
lvef,LVEF,2,Exam:左心室射血分数:IND-LVEF || ExamIndicator:左心室射血分数:IND-LVEF,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
monitoring,monitoring,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
mri,MRI,2,Exam:心脏磁共振成像:EXAM-CMR || Exam:磁共振成像:EXAM-CARD-TEXT-8633D5B324,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
myocarditis,Myocarditis | myocarditis,2,DifferentialDiagnosis:心肌炎:DDX-CARD-A07BA907BDB0 || Disease:心肌炎:DIS-CARD-CM-MYOCARDITIS,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
psvt,PSVT,2,Disease:室上性心动过速:DIS-CARD-ARR-SVT || Disease:阵发性室上性心动过速:DIS-CARD-ARR-PSVT,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
radiofrequencycatheterablation,Radiofrequency catheter ablation,2,Procedure:射频导管消融:PROC-CARD-4777F9B8D8F3 || TreatmentPlan:射频消融治疗:PLAN-CARD-8D7FDE84DC07,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
rivaroxaban,Rivaroxaban | rivaroxaban,2,Medication:利伐沙班:MED-CARD-38524B4E5194 || Medication:利伐沙班:MED-CARD-EEAD5526AA1A,BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
suddencardiacdeath,Sudden cardiac death | sudden cardiac death,2,Complication:心脏性猝死:COMP-CARD-A72F9F86BA4A || Disease:心脏性猝死:DIS-CARD-SCD-SUDDEN,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
synchronizedcardioversion,Synchronized cardioversion,2,Procedure:同步电复律:PROC-CARD-36488EFD8194 || TreatmentPlan:同步电复律:PLAN-CARD-108E680ADD4F,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
syncope,Syncope,2,Complication:晕厥:COMP-CARD-1B8FE5C591C8 || Symptom:晕厥:SYM-CARD-F3352646F3F1,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
tachycardia,Tachycardia,2,Sign:心动过速:SIGN-CARD-4E5DA62E1DA3 || Sign:心率增快:SIGN-CARD-568A9B018A72,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
tdp,TdP,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
torsades,torsades,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
torsadesdepointes,Torsades de pointes,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ua,UA,2,DiagnosisCriteria:不稳定型心绞痛诊断标准:DXC-CARD-CAD-UA-CURATED-20260628 || Disease:不稳定型心绞痛:DIS-CARD-CAD-UA,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
valvularheartdisease,Valvular heart disease,2,DifferentialDiagnosis:瓣膜性心脏病:DDX-CARD-645287F85899 || RiskFactor:瓣膜性心脏病:RF-CARD-6547B834C982,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CM-20260622-001
ventriculararrhythmia,Ventricular arrhythmia,2,DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || Disease:室性心律失常:DIS-CARD-ARR-VA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ventriculararrhythmias,ventricular arrhythmias,2,DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || Disease:室性心律失常:DIS-CARD-ARR-VA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ventricularfibrillation,ventricular fibrillation,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ventricularflutter,ventricular flutter,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
ventricularflutterandventricularfibrillation,Ventricular flutter and ventricular fibrillation | ventricular flutter and ventricular fibrillation,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
vf,VF,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
vt,VT,2,DifferentialDiagnosis:室性心动过速:DDX-CARD-95D3594A06C8 || Disease:持续性室性心动过速:DIS-CARD-ARR-VT,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
wpw,WPW,2,Disease:预激综合征:DIS-CARD-ARR-WPW || RiskFactor:预激:RF-CARD-A5DEBD576339,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
β受体拮抗剂,β受体拮抗剂,2,Medication:β受体阻滞剂:MED-BETA-BLOCKER || Medication:β受体阻滞剂:MED-CARD-36D5B18BD8D3,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
一过性意识丧失,一过性意识丧失,2,Complication:晕厥:COMP-CARD-1B8FE5C591C8 || Symptom:晕厥:SYM-CARD-F3352646F3F1,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
下肢水肿,下肢水肿,2,Sign:水肿:SIGN-CARD-52CC24CD4C33 || Symptom:水肿:SYM-CARD-A99A5EBE8948,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
低血压,低血压,2,Complication:血流动力学不稳定:COMP-CARD-281DE99D17D7 || Sign:血压下降:SIGN-CARD-831BF3CD96B8,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
儿茶酚胺敏感性室性心动过速,儿茶酚胺敏感性室性心动过速,2,DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || Disease:儿茶酚胺敏感性多形性室性心动过速:DIS-CARD-ARR-CPVT,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
儿茶酚胺敏感性室速,儿茶酚胺敏感性室速,2,DiagnosisCriteria:儿茶酚胺敏感性多形性室性心动过速诊断标准:DXC-CARD-REQ-FE58A0E71FEE || Disease:儿茶酚胺敏感性多形性室性心动过速:DIS-CARD-ARR-CPVT,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
冠状动脉疾病,冠状动脉疾病,2,DifferentialDiagnosis:冠心病:DDX-CARD-6AB732E54DB3 || RiskFactor:冠心病:RF-CARD-5CED5B5BB8F2,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病,2,DifferentialDiagnosis:冠心病:DDX-CARD-6AB732E54DB3 || RiskFactor:冠心病:RF-CARD-5CED5B5BB8F2,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
冠脉cta,冠脉CTA,2,Exam:冠状动脉CTA:EXAM-CARD-TEXT-2BB358B9BF || Exam:冠状动脉CT血管成像:EXAM-CARD-F60922D428D5,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
冷汗,冷汗,2,Sign:皮肤湿冷:SIGN-CARD-FFE03BB62300 || Symptom:出汗:SYM-CARD-BC91622FC62F,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
卒中预防路径,卒中预防路径,2,ClinicalPathway:房性心律失常和卒中预防路径:PATH-CARD-CM-ATRIAL-AF-STROKE-RISK || TreatmentPlan:房性心律失常与卒中风险管理:PLAN-CARD-CM-ATRIAL-AF-STROKE-RISK-MANAGEMENT,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
外周水肿,外周水肿,2,Sign:水肿:SIGN-CARD-52CC24CD4C33 || Symptom:水肿:SYM-CARD-A99A5EBE8948,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
多形性室性心动过速,多形性室性心动过速,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
大汗,大汗,2,Sign:皮肤湿冷:SIGN-CARD-FFE03BB62300 || Symptom:出汗:SYM-CARD-BC91622FC62F,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
室性心律失常谱系,室性心律失常谱系,2,DiagnosisCriteria:室性心律失常诊断标准:DXC-CARD-REQ-206010AB3275 || Disease:室性心律失常:DIS-CARD-ARR-VA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
室扑,室扑,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
室颤,室颤,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
射血分数,射血分数,2,Exam:左心室射血分数:IND-LVEF || ExamIndicator:左心室射血分数:IND-LVEF,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
尖端扭转,尖端扭转,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
尖端扭转型室速,尖端扭转型室速,2,DiagnosisCriteria:尖端扭转型室性心动过速诊断标准:DXC-CARD-REQ-187786BCF29C || Disease:尖端扭转型室性心动过速:DIS-CARD-ARR-TDP,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
局灶性房性心动过速,局灶性房性心动过速,2,Disease:房性心动过速:DIS-CARD-ARR-AT || Etiology:心房局灶或局限区域折返机制:ETI-CARD-F28066A76CB5,00_foundation_skeleton | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
左房扩大,左房扩大,2,RiskFactor:左心房扩大:RF-CARD-AFB4C2819A93 || RiskFactor:心房扩大:RF-CARD-E3995C63A993,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
布鲁加达综合征,布鲁加达综合征,2,DiagnosisCriteria:Brugada综合征诊断标准:DXC-CARD-REQ-A69DF947813A || Disease:Brugada综合征:DIS-CARD-ARR-BRUGADA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心功能不全,心功能不全,2,Complication:心力衰竭:COMP-CARD-7CF202961681 || Disease:心力衰竭:DIS-CARD-HF,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
心室扑动,心室扑动,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心室率不规则,心室率不规则,2,Sign:心律不规则:SIGN-CARD-895D6B9AB096 || Sign:心率不规则:SIGN-CARD-070194A8D61B,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
心室率快,心室率快,2,Sign:心动过速:SIGN-CARD-4E5DA62E1DA3 || Sign:心率增快:SIGN-CARD-568A9B018A72,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
心室颤动,心室颤动,2,DiagnosisCriteria:心室扑动与心室颤动诊断标准:DXC-CARD-8ACA8BC65FBE || Disease:心室扑动与心室颤动:DIS-CARD-ARR-VF,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心搏骤停,心搏骤停,2,Complication:心脏骤停:COMP-CARD-0BB4844323FE || Disease:心脏骤停:DIS-CARD-SCD-ARREST,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心梗,心梗,2,Disease:急性心肌梗死:DIS-CARD-CAD-AMI || RiskFactor:急性心肌梗死:RF-CARD-AE97165FB390,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心肌梗死,心肌梗死,2,Disease:急性心肌梗死:DIS-CARD-CAD-AMI || RiskFactor:急性心肌梗死:RF-CARD-AE97165FB390,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
心脏mri,心脏MRI,2,Exam:心脏磁共振:EXAM-CARD-61766890B7D2 || Exam:心脏磁共振成像:EXAM-CMR,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
慢性冠状动脉疾病,慢性冠状动脉疾病,2,DiagnosisCriteria:慢性冠脉综合征诊断标准:DXC-CARD-CAD-CCS-CURATED-20260628 || Disease:慢性冠脉综合征:DIS-CARD-CAD-CCS,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
抗凝剂,抗凝剂,2,Medication:抗凝药物:MED-CARD-A60E0BFF3FFC || Medication:抗凝药物:MED-CARD-TEXT-EE219280A7,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
收缩和组织学改变,收缩和组织学改变,2,DiagnosisCriteria:EHRA心房心肌病组织学分型诊断框架:DXC-CARD-CM-ATRIAL-EHRA-CLASS || Etiology:心房纤维化和电结构重构:ETI-CARD-CM-ATRIAL-FIBROSIS-REMODELING,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
无症状性心肌缺血,无症状性心肌缺血,2,DiagnosisCriteria:隐匿性冠心病诊断标准:DXC-CARD-CAD-SILENT-ISCHEMIA-CURATED-20260628 || Disease:隐匿性冠心病:DIS-CARD-CAD-SILENT-ISCHEMIA,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001
植入式心律转复除颤器,植入式心律转复除颤器,2,Procedure:埋藏式心脏复律除颤器:PROC-ICD || Procedure:埋藏式心脏转复除颤器:PROC-CARD-5F23E250AADD,00_foundation_skeleton | BATCH-CARD-CM-20260622-001 | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
气促,气促,2,Symptom:呼吸困难:SYM-CARD-19E67F3BE240 || Symptom:心悸和活动后气促:SYM-CARD-CM-ATRIAL-PALPITATION-DYSPNEA,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
沙坦类药物,沙坦类药物,2,Medication:血管紧张素Ⅱ受体拮抗剂:MED-CARD-TEXT-B905AF3E59 || Medication:血管紧张素Ⅱ受体阻滞剂:MED-CARD-C015B7A5655A,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-HF-20260629-001
沙库巴曲,沙库巴曲,2,Medication:沙库巴曲缬沙坦:MED-CARD-C76A8D478BBC || Medication:血管紧张素受体脑啡肽酶抑制剂:MED-CARD-5C774D10CF46,00_foundation_skeleton | BATCH-CARD-HF-20260629-001
活动后气短,活动后气短,2,Symptom:劳力性呼吸困难:SYM-CARD-3C54A8AA7CDB || Symptom:呼吸困难:SYM-CARD-19E67F3BE240,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
消融术,消融术,2,Procedure:射频消融术:PROC-CARD-TEXT-84551F84B4 || Procedure:房颤导管消融:PROC-CARD-A89DB5C678D2,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001
消融治疗,消融治疗,2,TreatmentPlan:导管消融:PLAN-CARD-5C9E41087192 || TreatmentPlan:射频消融治疗:PLAN-CARD-8D7FDE84DC07,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
瓣膜病,瓣膜病,2,DifferentialDiagnosis:瓣膜性心脏病:DDX-CARD-645287F85899 || RiskFactor:瓣膜性心脏病:RF-CARD-6547B834C982,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CM-20260622-001
电生理,电生理,2,DiagnosisCriteria:EHRA心房心肌病组织学分型诊断框架:DXC-CARD-CM-ATRIAL-EHRA-CLASS || Etiology:心房纤维化和电结构重构:ETI-CARD-CM-ATRIAL-FIBROSIS-REMODELING,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
监测,监测,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
管理,管理,2,FollowUp:长QT间期综合征随访与复查方案:FU-CARD-REQ-57220EA34AC5 || FollowUp:非持续性室性心动过速随访与复查方案:FU-CARD-REQ-9FB8C3CF28CA,00_foundation_skeleton | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
结构,结构,2,DiagnosisCriteria:EHRA心房心肌病组织学分型诊断框架:DXC-CARD-CM-ATRIAL-EHRA-CLASS || Etiology:心房纤维化和电结构重构:ETI-CARD-CM-ATRIAL-FIBROSIS-REMODELING,00_foundation_skeleton | BATCH-CARD-CM-20260622-001
缬沙坦,缬沙坦,2,Medication:沙库巴曲缬沙坦:MED-CARD-C76A8D478BBC || Medication:血管紧张素受体脑啡肽酶抑制剂:MED-CARD-5C774D10CF46,00_foundation_skeleton | BATCH-CARD-HF-20260629-001
肌酐,肌酐,2,LabTest:肾功能:LAB-CARD-TEXT-07B39C98F1 || LabTest:肾功能检查:LAB-CARD-AE8C4B377AE9,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
肌钙蛋白,肌钙蛋白,2,LabTest:心肌损伤标志物:LAB-CARD-CADCD76D40B9 || LabTest:心肌肌钙蛋白:LAB-CARD-A9EC1D4DA037,00_foundation_skeleton | BATCH-CARD-CAD-20260623-001 | BATCH-CARD-CM-20260622-001 | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter | BATCH-CARD-VA-SCD-20260704-001_室性心律失常心脏性猝死_VA_SCD
药物复律,药物复律,2,TreatmentPlan:复律治疗:PLAN-CARD-7CC38FBA6F57 || TreatmentPlan:药物转复:PLAN-CARD-64B52A7B760E,00_foundation_skeleton | BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation | BATCH-CARD-SVT-AFL-20260703-001_室上速房扑_SVT_AtrialFlutter
