code,duplicate_replaced_by,entity_type,name,node_element_id,relation_count
EVD-CARD-FULLBOOK-DDEB195893D336,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,不稳定型心绞痛-血运重建-全书回捞证据-7283-93D336,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:18811,0
EVD-CARD-FULLBOOK-B4D8DCDADB654D,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-低血压-全书回捞证据-6949-DB654D,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22460,0
EVD-CARD-DEEP-B4D8DCDADB654D,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-低血压-教材证据-6949-DB654D,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11286,0
EVD-CARD-FULLBOOK-B0D3E74CBCD39E,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-出血-全书回捞证据-8355-BCD39E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22485,0
EVD-CARD-FULLBOOK-E60D7870A2CB07,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-动脉粥样硬化-全书回捞证据-8355-A2CB07,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22482,0
EVD-CARD-FULLBOOK-D8356B392206A2,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-吸烟-全书回捞证据-8355-2206A2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22478,0
EVD-CARD-FULLBOOK-E885C4E6C5070A,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-家族史-全书回捞证据-8355-C5070A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22481,0
EVD-CARD-FULLBOOK-5DBCA48E494448,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-心力衰竭-全书回捞证据-6949-494448,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22463,0
EVD-CARD-FULLBOOK-890F36CAED8E4D,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-心力衰竭-全书回捞证据-8355-ED8E4D,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22483,0
EVD-CARD-DEEP-5DBCA48E494448,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-心力衰竭-教材证据-6949-494448,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11289,0
EVD-CARD-FULLBOOK-349918A1B52D56,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-心动过缓-全书回捞证据-6949-B52D56,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22459,0
EVD-CARD-DEEP-349918A1B52D56,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-心动过缓-教材证据-6949-B52D56,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11285,0
EVD-CARD-FULLBOOK-FBD078BD46CCD2,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-心动过速-全书回捞证据-6949-46CCD2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22458,0
EVD-CARD-DEEP-FBD078BD46CCD2,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-心动过速-教材证据-6949-46CCD2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11284,0
EVD-CARD-FULLBOOK-6E2C570D560C0B,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-心律失常-全书回捞证据-6949-560C0B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22464,0
EVD-CARD-DEEP-6E2C570D560C0B,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-心律失常-教材证据-6949-560C0B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11290,0
EVD-CARD-FULLBOOK-D2368FCD4A4940,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-心电图-全书回捞证据-8355-4A4940,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22473,0
EVD-CARD-FULLBOOK-6EF10D6B04C587,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-水肿-全书回捞证据-8355-04C587,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22471,0
EVD-CARD-FULLBOOK-4130D5CAB6F1CE,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-洋地黄类药物-全书回捞证据-6949-B6F1CE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22462,0
EVD-CARD-DEEP-4130D5CAB6F1CE,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-洋地黄类药物-教材证据-6949-B6F1CE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11288,0
EVD-CARD-FULLBOOK-EC918097537271,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-糖尿病-全书回捞证据-8355-537271,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22479,0
EVD-CARD-FULLBOOK-002BA3BD360EE3,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-肥胖-全书回捞证据-8355-360EE3,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22480,0
EVD-CARD-FULLBOOK-E2636284E92973,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-肾功能-全书回捞证据-6949-E92973,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22461,0
EVD-CARD-FULLBOOK-59DE64329485DE,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-肾功能-全书回捞证据-8355-9485DE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22476,0
EVD-CARD-DEEP-E2636284E92973,EVD-CARD-DEEP-644CBD55A70B89,Evidence,二尖瓣狭窄-肾功能-教材证据-6949-E92973,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:11287,0
EVD-CARD-FULLBOOK-F0759895BA9CE1,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-脑卒中-全书回捞证据-8355-BA9CE1,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22484,0
EVD-CARD-FULLBOOK-178AB1D4727C8F,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-血糖-全书回捞证据-8355-727C8F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22475,0
EVD-CARD-FULLBOOK-8BB7D0B25FFA1A,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-血脂检查-全书回捞证据-8355-5FFA1A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22474,0
EVD-CARD-FULLBOOK-76A8D50D36CBAC,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-血运重建-全书回捞证据-8355-36CBAC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22477,0
EVD-CARD-FULLBOOK-9E41264A455240,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,二尖瓣狭窄-鉴别诊断-全书回捞证据-6949-455240,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22465,0
EVD-CARD-FULLBOOK-BCEC69412F4BFD,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,二尖瓣狭窄-高血压-全书回捞证据-8355-2F4BFD,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:22472,0
EVD-CARD-FULLBOOK-2922E8FEA1F15A,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-创伤-全书回捞证据-6161-A1F15A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16459,0
EVD-CARD-FULLBOOK-03558E95060738,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-危险分层-全书回捞证据-6161-060738,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16463,0
EVD-CARD-FULLBOOK-E517B019162B7F,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-心动过速-全书回捞证据-6161-162B7F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16457,0
EVD-CARD-FULLBOOK-0733206F61B90F,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-心律失常-全书回捞证据-6161-61B90F,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16461,0
EVD-CARD-FULLBOOK-673A2E557DB66C,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-心电图-全书回捞证据-6161-7DB66C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16458,0
EVD-CARD-FULLBOOK-DDB0ABCB258238,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-心肌缺血-全书回捞证据-6161-258238,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16460,0
EVD-CARD-FULLBOOK-231BC8B178B531,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,儿茶酚胺敏感性室性心动过速-猝死-全书回捞证据-6161-78B531,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16462,0
EVD-CARD-FOUND-00130,EVD-CARD-FOUND-00129,Evidence,冠状动脉粥样硬化性心脏病-medication-教材证据,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:281,0
EVD-CARD-FULLBOOK-B52C7B9097A5E9,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-乏力-全书回捞证据-7529-97A5E9,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17852,0
EVD-CARD-FULLBOOK-ACECCE192E071A,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-乏力-全书回捞证据-8521-2E071A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17938,0
EVD-CARD-FULLBOOK-C4092D41401EEB,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-低血压-全书回捞证据-6949-401EEB,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17690,0
EVD-CARD-DEEP-C4092D41401EEB,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-低血压-教材证据-6949-401EEB,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8829,0
EVD-CARD-FULLBOOK-1C494BAEC59042,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-创伤-全书回捞证据-6161-C59042,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17591,0
EVD-CARD-FULLBOOK-04B3E07719C9DF,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-利尿剂-全书回捞证据-8521-19C9DF,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17945,0
EVD-CARD-FULLBOOK-85BD52CA74EAA7,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-动脉粥样硬化-全书回捞证据-7283-74EAA7,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17771,0
EVD-CARD-FULLBOOK-6DA99F0751E7F6,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-劳力性呼吸困难-全书回捞证据-7529-51E7F6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17848,0
EVD-CARD-FULLBOOK-AC9FAF0C9037FE,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-危险分层-全书回捞证据-6161-9037FE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17595,0
EVD-CARD-FULLBOOK-D16AA7FF70A6CA,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-右心负荷增加-全书回捞证据-7529-70A6CA,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17859,0
EVD-CARD-FULLBOOK-45A87FDEA78B25,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-呼吸困难-全书回捞证据-7283-A78B25,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17768,0
EVD-CARD-FULLBOOK-4EB251EAE7064C,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-呼吸困难-全书回捞证据-7529-E7064C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17847,0
EVD-CARD-FULLBOOK-941E6C2C7E0DFA,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-夜间阵发性呼吸困难-全书回捞证据-7529-7E0DFA,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17850,0
EVD-CARD-FULLBOOK-C86B974F7270E0,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-奔马律-全书回捞证据-7529-7270E0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17856,0
EVD-CARD-FULLBOOK-01CFC267DC7A67,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-6949-DC7A67,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17693,0
EVD-CARD-FULLBOOK-F1B23A00BA79F4,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-7283-BA79F4,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17772,0
EVD-CARD-FULLBOOK-86C039B30B0522,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-7529-0B0522,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17860,0
EVD-CARD-FULLBOOK-6702646D2CA8CA,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-全书回捞证据-8521-2CA8CA,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17948,0
EVD-CARD-DEEP-01CFC267DC7A67,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心力衰竭-教材证据-6949-DC7A67,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8832,0
EVD-CARD-FULLBOOK-36BE810C9B05A6,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心动过缓-全书回捞证据-6949-9B05A6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17689,0
EVD-CARD-DEEP-36BE810C9B05A6,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心动过缓-教材证据-6949-9B05A6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8828,0
EVD-CARD-FULLBOOK-E7EC4A3BF3BCA5,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-心动过速-全书回捞证据-6161-F3BCA5,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17589,0
EVD-CARD-FULLBOOK-120DB2EF36751C,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心动过速-全书回捞证据-6949-36751C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17688,0
EVD-CARD-DEEP-120DB2EF36751C,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心动过速-教材证据-6949-36751C,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8827,0
EVD-CARD-FULLBOOK-33D698BE3E3D86,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-心律失常-全书回捞证据-6161-3E3D86,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17593,0
EVD-CARD-FULLBOOK-40CB18B348A933,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心律失常-全书回捞证据-6949-48A933,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17694,0
EVD-CARD-DEEP-40CB18B348A933,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-心律失常-教材证据-6949-48A933,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8833,0
EVD-CARD-FULLBOOK-E7079B086768BC,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-心电图-全书回捞证据-6161-6768BC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17590,0
EVD-CARD-FULLBOOK-BA113F8B843D38,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-心肌缺血-全书回捞证据-6161-843D38,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17592,0
EVD-CARD-FULLBOOK-03DBC5B87ED216,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-心肌缺血-全书回捞证据-7529-7ED216,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17858,0
EVD-CARD-FULLBOOK-5FFCE6B82406AD,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-心脏扩大-全书回捞证据-7529-2406AD,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17857,0
EVD-CARD-FULLBOOK-C72AF553A842AE,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-水肿-全书回捞证据-7529-A842AE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17853,0
EVD-CARD-FULLBOOK-A857DB2656CD83,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-洋地黄类药物-全书回捞证据-6949-56CD83,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17692,0
EVD-CARD-DEEP-A857DB2656CD83,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-洋地黄类药物-教材证据-6949-56CD83,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8831,0
EVD-CARD-FULLBOOK-E39438DAFC2F0B,EVD-CARD-FULLBOOK-EACF2B96646E21,Evidence,冠状动脉粥样硬化性心脏病-猝死-全书回捞证据-6161-FC2F0B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17594,0
EVD-CARD-FULLBOOK-EF9FA4CD15CBAC,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-猝死-全书回捞证据-7283-15CBAC,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17773,0
EVD-CARD-FULLBOOK-5AD020D1E0FF44,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-端坐呼吸-全书回捞证据-7529-E0FF44,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17849,0
EVD-CARD-FULLBOOK-20F74AD1CE09BE,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-糖尿病-全书回捞证据-8521-CE09BE,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17946,0
EVD-CARD-FULLBOOK-784D25404F5369,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-肥胖-全书回捞证据-8521-4F5369,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17947,0
EVD-CARD-FULLBOOK-73D90705146D96,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-肺部啰音-全书回捞证据-7529-146D96,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17855,0
EVD-CARD-FULLBOOK-50B571E5D646E2,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-肾功能-全书回捞证据-6949-D646E2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17691,0
EVD-CARD-FULLBOOK-34B382CA437DE1,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-肾功能-全书回捞证据-8521-437DE1,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17942,0
EVD-CARD-DEEP-50B571E5D646E2,EVD-CARD-DEEP-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-肾功能-教材证据-6949-D646E2,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:8830,0
EVD-CARD-FULLBOOK-7B75FC3F989FA6,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-胸痛-全书回捞证据-7529-989FA6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17851,0
EVD-CARD-FULLBOOK-3AE2A32E5E15B3,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-药物治疗-全书回捞证据-7283-5E15B3,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17769,0
EVD-CARD-FULLBOOK-99D3BED4D00F33,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-血管紧张素Ⅱ受体拮抗剂-全书回捞证据-8521-D00F33,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17944,0
EVD-CARD-FULLBOOK-33AE1F5810711E,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-血管紧张素转换酶抑制剂-全书回捞证据-8521-10711E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17943,0
EVD-CARD-FULLBOOK-2F57649CEAD484,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-血糖-全书回捞证据-8521-EAD484,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17941,0
EVD-CARD-FULLBOOK-6D3A9D7BD0D34A,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-血脂检查-全书回捞证据-8521-D0D34A,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17940,0
EVD-CARD-FULLBOOK-0D21837F723B6E,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,冠状动脉粥样硬化性心脏病-血运重建-全书回捞证据-7283-723B6E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17770,0
EVD-CARD-FULLBOOK-1E06FF2D97F7A4,EVD-CARD-FULLBOOK-644CBD55A70B89,Evidence,冠状动脉粥样硬化性心脏病-鉴别诊断-全书回捞证据-6949-97F7A4,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17695,0
EVD-CARD-FULLBOOK-2A5D9381851139,EVD-CARD-FULLBOOK-3148AB1C428DE8,Evidence,冠状动脉粥样硬化性心脏病-颈静脉怒张-全书回捞证据-7529-851139,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17854,0
EVD-CARD-FULLBOOK-1F3B3AB142DDF6,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,冠状动脉粥样硬化性心脏病-高血压-全书回捞证据-8521-42DDF6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:17939,0
EVD-CARD-FOUND-00116,EVD-CARD-FOUND-00115,Evidence,动脉粥样硬化-exam-教材证据,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:267,0
EVD-CARD-FOUND-00121,EVD-CARD-FOUND-00120,Evidence,动脉粥样硬化-risk_factor-教材证据,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:272,0
EVD-CARD-FULLBOOK-278659C596CB2B,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-乏力-全书回捞证据-8521-96CB2B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16857,0
EVD-CARD-FULLBOOK-57646B593E9110,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-出血-全书回捞证据-8355-3E9110,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16856,0
EVD-CARD-FULLBOOK-C884BD8D7B8FD6,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-利尿剂-全书回捞证据-8521-7B8FD6,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16864,0
EVD-CARD-FULLBOOK-A1B12C0135F9F0,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-动脉粥样硬化-全书回捞证据-7283-35F9F0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16784,0
EVD-CARD-FULLBOOK-65F9EC77A923C7,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-动脉粥样硬化-全书回捞证据-8355-A923C7,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16853,0
EVD-CARD-FULLBOOK-AD4B77F0303013,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-吸烟-全书回捞证据-8355-303013,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16849,0
EVD-CARD-FULLBOOK-83877A86B8103B,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-呼吸困难-全书回捞证据-7283-B8103B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16781,0
EVD-CARD-FULLBOOK-B48949801D6D2B,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-家族史-全书回捞证据-8355-1D6D2B,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16852,0
EVD-CARD-FULLBOOK-F0B99927E2B042,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-心力衰竭-全书回捞证据-7283-E2B042,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16785,0
EVD-CARD-FULLBOOK-3A56CB4FECFF76,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-心力衰竭-全书回捞证据-8355-ECFF76,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16854,0
EVD-CARD-FULLBOOK-385BF631BE7755,EVD-CARD-FULLBOOK-8A8F555BE3B0B5,Evidence,动脉粥样硬化-心力衰竭-全书回捞证据-8521-BE7755,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16867,0
EVD-CARD-FULLBOOK-448706E100885E,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-心电图-全书回捞证据-8355-00885E,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16844,0
EVD-CARD-FULLBOOK-690117648874D0,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-水肿-全书回捞证据-8355-8874D0,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16842,0
EVD-CARD-FULLBOOK-EBD2149D04DDF5,EVD-CARD-FULLBOOK-2CBBDD5E51009C,Evidence,动脉粥样硬化-猝死-全书回捞证据-7283-04DDF5,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16786,0
EVD-CARD-FULLBOOK-53844D6A7A55A8,EVD-CARD-FULLBOOK-2974F443C4ED54,Evidence,动脉粥样硬化-糖尿病-全书回捞证据-8355-7A55A8,4:96d33a16-3d9f-4d2c-809b-20d1b37db684:16850,0
